,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
40105,10/6/2017 12:10,23.68,52.32,4.918,453.5,226.2,36765.68928,23358.92116,13229.90881
40106,10/6/2017 12:20,23.78,51.52,4.918,378.3,203.2,36475.79869,23000.41494,13130.69909
40107,10/6/2017 12:30,23.63,51.72,4.921,491.2,153.1,36337.15536,22832.36515,13119.02736
40108,10/6/2017 12:40,23.9,50.65,4.93,522.9,145.2,36217.41794,22653.11203,13247.41641
40109,10/6/2017 12:50,24.07,49.72,4.919,608.1,212.1,36103.98249,22395.43568,13159.87842
40110,10/6/2017 13:00,24.58,48.88,4.918,688.0,201.9,36507.30853,22690.45643,13282.43161
40113,10/6/2017 13:30,25.42,42.41,4.92,646.3,217.4,36633.34792,22809.95851,12961.45897
40114,10/6/2017 13:40,25.58,42.21,4.919,596.1,247.8,36898.03063,22921.9917,12943.95137
40116,10/6/2017 14:00,25.75,39.11,4.919,383.0,198.7,36431.6849,22981.74274,12943.95137
40117,10/6/2017 14:10,25.63,39.58,4.921,345.7,191.9,35933.82932,22806.22407,13189.05775
40118,10/6/2017 14:20,25.71,40.55,4.917,459.2,191.5,35725.86433,22791.28631,13200.72948
40119,10/6/2017 14:30,25.6,41.25,4.917,326.2,189.5,35820.39387,22944.39834,13037.32523
40121,10/6/2017 14:50,25.53,42.08,4.92,369.5,185.3,35555.71116,22335.68465,13084.01216
40122,10/6/2017 15:00,25.5,42.25,4.92,324.5,179.4,35360.35011,22391.70124,13101.51976
40123,10/6/2017 15:10,25.57,42.88,4.919,460.7,179.4,35076.76149,22511.20332,13008.1459
40124,10/6/2017 15:20,25.59,42.21,4.918,420.6,170.0,34515.88621,22361.82573,12809.72644
40125,10/6/2017 15:30,25.72,41.31,4.918,457.2,153.6,30501.53173,22227.38589,12786.38298
40127,10/6/2017 15:50,26.35,38.88,4.915,489.8,99.6,30520.43764,21738.17427,12862.24924
40128,10/6/2017 16:00,26.43,38.08,4.918,488.1,86.8,30551.94748,21708.29876,12803.89058
40129,10/6/2017 16:10,25.96,39.41,4.918,380.6,74.7,30766.21444,21674.6888,12763.03951
40130,10/6/2017 16:20,25.94,39.81,4.918,373.1,63.61,31528.75274,21641.07884,12716.35258
40131,10/6/2017 16:30,25.83,40.25,4.917,268.2,54.17,33009.71554,21484.23237,12757.20365
40132,10/6/2017 16:40,25.66,41.31,4.917,326.6,53.27,33179.86871,21263.90041,12827.23404
40133,10/6/2017 16:50,25.44,41.25,4.915,282.4,48.14,33532.77899,21323.65145,244937.14283
40134,10/6/2017 17:00,25.49,41.75,963.924,270.2,47.1,33570.59081,21372.19917,13025.6535
40135,10/6/2017 17:10,25.03,42.85,4.921,243.9,41.93,33646.21444,21148.13278,12984.80243
40136,10/6/2017 17:20,25.04,42.65,4.918,208.2,37.44,34144.07002,21570.12448,13048.99696
40137,10/6/2017 17:30,24.65,42.35,4.919,181.9,33.56,34780.56893,21895.02075,13492.5228
40139,10/6/2017 17:50,24.56,41.31,4.916,125.0,27.57,37370.67834,23284.23237,16212.03647
40143,10/6/2017 18:30,23.31,42.65,4.92,34.66,13.39,46306.8709,28146.47303,20087.05167
40144,10/6/2017 18:40,22.93,43.01,4.92,12.56,8.73,46206.03939,28299.58506,20081.21581
40146,10/6/2017 19:00,22.42,42.45,4.921,1.985,1.715,46168.22757,28213.69295,19993.67781
40147,10/6/2017 19:10,22.09,42.88,4.923,0.428,0.441,46414.00438,28419.08714,20005.34954
40148,10/6/2017 19:20,21.88,43.62,4.92,0.117,0.048,46287.96499,28336.92946,19748.57143
40149,10/6/2017 19:30,21.74,43.78,4.918,0.128,0.048,46269.05908,28224.89627,19661.03343
40150,10/6/2017 19:40,21.57,44.68,4.923,0.099,0.063,45953.96061,28172.61411,19690.21277
40152,10/6/2017 20:00,21.39,46.48,4.916,0.113,0.063,45783.80744,28150.20747,19906.13982
40153,10/6/2017 20:10,21.3,47.58,4.918,0.095,0.104,46010.67834,28191.28631,19865.28875
40154,10/6/2017 20:20,21.16,48.42,4.922,0.091,0.078,45689.2779,27933.60996,19818.60182
40155,10/6/2017 20:30,21.04,49.42,4.919,0.077,0.067,45506.52079,28221.16183,19485.95745
40157,10/6/2017 20:50,20.75,49.95,4.926,0.084,0.096,44800.70022,27425.72614,19357.56839
40159,10/6/2017 21:10,20.54,51.22,4.924,0.084,0.119,43836.49891,26361.41079,18674.77204
40160,10/6/2017 21:20,20.41,51.65,4.929,571.091,0.074,43313.43545,26144.81328,18727.29483
40161,10/6/2017 21:30,20.18,52.68,4.923,0.08,0.089,42828.18381,25816.18257,18663.1003
40162,10/6/2017 21:40,19.99,53.28,4.925,0.102,0.078,42160.17505,25607.05394,18610.57751
40163,10/6/2017 21:50,19.85,54.52,4.927,0.11,0.093,41555.186,25091.70124,18359.63526
40165,10/6/2017 22:10,19.72,56.19,4.928,0.08,0.089,39601.57549,23881.74274,17600.97264
40167,10/6/2017 22:30,19.35,57.92,4.927,0.117,0.048,37679.47484,22921.9917,16865.6535
40169,10/6/2017 22:50,18.91,59.69,4.926,0.077,0.082,36261.53173,21887.55187,16381.2766
40170,10/6/2017 23:00,18.75,59.99,4.924,0.099,0.056,35007.43982,21473.02905,15961.09422
40171,10/6/2017 23:10,18.63,60.45,4.927,0.102,0.085,34452.86652,20965.14523,15599.27052
40172,10/6/2017 23:20,18.64,60.66,4.924,0.08,0.074,33759.64989,20569.29461,15307.4772
40173,10/6/2017 23:30,18.74,60.39,4.923,0.095,0.056,33123.15098,20289.21162,14811.42857
40174,10/6/2017 23:40,18.67,60.65,4.922,0.099,0.085,32600.08753,19717.84232,14671.36778
40175,10/6/2017 23:50,18.45,60.49,4.919,0.091,0.096,31711.50985,19378.0083,14274.52888
40176,10/7/2017 0:00,18.31,60.25,4.917,0.08,0.13,31156.93654,19008.29876,14455.44073
40178,10/7/2017 0:20,17.89,60.85,4.924,0.102,0.078,29738.99344,18369.70954,13825.16717
40181,10/7/2017 0:50,17.6,61.69,4.914,0.059,0.126,28888.22757,17536.92946,13702.61398
40182,10/7/2017 1:00,17.48,62.39,4.915,0.084,0.093,28522.71335,17282.98755,13679.27052
40183,10/7/2017 1:10,17.51,62.92,4.913,0.091,0.078,28415.57987,16958.09129,13457.5076
40186,10/7/2017 1:40,17.62,63.02,4.92,0.069,0.104,27709.7593,16222.40664,13218.23708
40187,10/7/2017 1:50,17.24,63.62,4.92,0.091,0.115,27482.8884,16356.84647,13025.6535
40188,10/7/2017 2:00,17.07,63.86,4.916,0.088,0.119,27174.0919,16106.639,12868.08511
40190,10/7/2017 2:20,16.96,64.09,4.923,0.088,0.082,26827.48359,15863.90041,12517.93313
40191,10/7/2017 2:30,16.95,63.96,4.92,0.077,0.067,26688.84026,15748.13278,12424.55927
40192,10/7/2017 2:40,16.78,64.39,4.92,0.113,0.096,26644.72648,15639.83402,12372.03647
40194,10/7/2017 3:00,16.95,64.32,4.917,0.048,0.122,26165.77681,15527.80083,12372.03647
40195,10/7/2017 3:10,17.24,64.06,4.917,0.08,0.119,26272.91028,15438.17427,12249.48328
40196,10/7/2017 3:20,17.13,63.42,4.918,0.091,0.082,26209.89059,15329.87552,12243.64742
40197,10/7/2017 3:30,16.86,63.59,4.917,0.069,0.089,26165.77681,15318.6722,12202.79635
40198,10/7/2017 3:40,16.9,63.76,4.917,0.062,0.048,26203.58862,15277.59336,12272.82675
40199,10/7/2017 3:50,17.04,63.39,4.922,0.091,0.104,26209.89059,277685.4771,12313.67781
40200,10/7/2017 4:00,17.14,63.06,4.92,0.088,0.104,26254.00438,15367.21992,12331.18541
40201,10/7/2017 4:10,17.22,62.72,4.918,0.066,0.085,26411.55361,15404.56432,12325.34954
40204,10/7/2017 4:40,16.84,63.23,4.919,0.08,0.052,26304.42013,15587.55187,12541.2766
40205,10/7/2017 4:50,16.84,63.83,4.922,0.069,0.07,27155.186,15890.04149,12652.15805
40207,10/7/2017 5:10,16.83,63.82,4.921,0.069,0.141,27319.0372,15938.58921,12185.28875
40208,10/7/2017 5:20,16.84,63.89,4.918,0.051,0.085,27382.05689,15964.73029,12027.72036
40211,10/7/2017 5:50,16.63,64.69,4.917,0.051,0.122,25258.29322,15277.59336,11432.46201
40212,10/7/2017 6:00,16.57,64.96,4.92,0.08,0.093,24943.19475,15352.28216,10411.18541
40213,10/7/2017 6:10,16.49,65.06,4.916,0.055,0.111,24804.55142,15090.87137,9600.0
40215,10/7/2017 6:30,16.37,65.76,4.918,0.095,0.085,24620.1116,14747.3029,9028.085106
40216,10/7/2017 6:40,16.34,66.06,4.918,0.077,0.178,23871.85996,14653.94191,8975.56231
40217,10/7/2017 6:50,16.25,66.63,4.918,0.073,0.126,23764.72648,14579.25311,8596.231003
40219,10/7/2017 7:10,16.13,67.56,4.92,1.459,1.204,25018.81838,15262.6556,8853.009119
40220,10/7/2017 7:20,15.9,68.5,4.922,5.565,4.539,25447.3523,15624.89627,8981.398176
40221,10/7/2017 7:30,15.85,68.9,4.92,13.89,9.09,25756.1488,15856.43154,9080.607903
40223,10/7/2017 7:50,15.8,69.1,4.921,33.61,27.53,26840.08753,16577.17842,9401.580547
40224,10/7/2017 8:00,15.9,69.1,4.922,50.0,39.09,27583.71991,16857.26141,9903.465046
40225,10/7/2017 8:10,16.12,69.07,4.923,59.85,46.84,28226.52079,17499.58506,9991.00304
40226,10/7/2017 8:20,16.37,68.13,4.92,73.4,58.78,28579.43107,17970.12448,10382.00608
40227,10/7/2017 8:30,16.48,67.67,4.923,99.4,76.0,29014.26696,18478.0083,10650.45593
40229,10/7/2017 8:50,17.3,64.93,784.923,112.7,81.5,30690.59081,19082.98755,11204.86322
40230,10/7/2017 9:00,17.46,63.53,4.919,124.5,80.6,31150.63457,19183.81743,11385.77508
40232,10/7/2017 9:20,18.0,61.86,4.921,144.7,69.13,32562.27571,20095.02075,11835.13678
40233,10/7/2017 9:30,18.34,61.1,4.918,238.6,64.3,32606.3895,20334.0249,11963.52584
40234,10/7/2017 9:40,18.88,59.39,4.92,178.9,46.47,33192.47265,20378.83817,12208.63222
40235,10/7/2017 9:50,19.05,58.13,4.922,311.6,52.83,33639.91247,20759.75104,12354.52888
40236,10/7/2017 10:00,19.59,58.06,4.921,388.8,51.42,34030.63457,20838.17427,12337.02128
40237,10/7/2017 10:10,20.68,55.49,4.917,478.9,44.19,34408.75274,21103.3195,12424.55927
40238,10/7/2017 10:20,21.21,51.32,4.929,521.6,39.01,34780.56893,21069.70954,12704.68085
40239,10/7/2017 10:30,366.86,48.96,4.924,542.9,37.5,35202.80088,21521.57676,12891.42857
40241,10/7/2017 10:50,21.93,46.92,4.951,584.6,38.93,35694.35449,21723.23651,12984.80243
40242,10/7/2017 11:00,22.22,46.29,4.926,606.8,39.33,36003.15098,21883.81743,13084.01216
40243,10/7/2017 11:10,22.51,45.22,4.921,625.4,41.41,36072.47265,21936.09959,13154.04255
40244,10/7/2017 11:20,22.79,43.29,4.925,642.9,42.22,36305.64551,22186.30705,13305.77508
40245,10/7/2017 11:30,22.85,43.72,4.922,652.6,42.83,36311.94748,22406.639,13434.16413
40246,10/7/2017 11:40,22.88,42.65,4.929,659.9,43.33,36501.00656,22417.84232,13515.86626
40247,10/7/2017 11:50,23.05,40.72,4.925,673.0,41.86,36797.19912,22432.78008,13655.92705
40248,10/7/2017 12:00,23.28,39.92,4.918,684.9,42.74,36853.91685,22556.0166,13632.58359
40250,10/7/2017 12:20,23.69,38.52,4.924,702.0,48.87,36866.52079,22716.59751,13854.3465
40251,10/7/2017 12:30,23.75,38.39,4.919,704.0,48.49,36677.46171,22500.0,13953.55623
40253,10/7/2017 12:50,24.12,37.55,4.922,704.0,46.0,36633.34792,22608.29876,14093.61702
40254,10/7/2017 13:00,24.17,37.22,4.923,704.0,43.8,36797.19912,22522.40664,13971.06383
40255,10/7/2017 13:10,24.22,36.38,4.92,703.0,44.48,36954.74836,22529.87552,13971.06383
40256,10/7/2017 13:20,24.32,36.42,4.924,699.6,44.43,36910.63457,22544.81328,14035.25836
40257,10/7/2017 13:30,24.33,35.58,4.922,697.7,43.38,36809.80306,22447.71784,14023.58663
40258,10/7/2017 13:40,24.74,34.42,4.919,684.1,43.86,36727.87746,22574.6888,14058.60182
40259,10/7/2017 13:50,25.0,34.45,4.927,678.8,44.15,36721.57549,22720.33195,13988.57143
40260,10/7/2017 14:00,25.07,34.22,4.919,666.8,43.76,36538.81838,22604.56432,13871.8541
40263,10/7/2017 14:30,25.27,33.98,4.922,633.8,44.29,36047.26477,22137.75934,13918.54103
40264,10/7/2017 14:40,25.3,33.22,4.921,617.4,46.04,36827.54705,22163.90041,13848.51064
40265,10/7/2017 14:50,25.08,34.65,4.918,609.9,50.39,35631.33479,21880.08299,13661.76292
40267,10/7/2017 15:10,25.26,34.35,4.917,566.8,50.25,34906.60832,21484.23237,13585.89666
40269,10/7/2017 15:30,25.37,34.42,4.918,497.9,68.8,34654.52954,21450.62241,13714.28571
40270,10/7/2017 15:40,25.3,34.98,4.92,440.3,76.2,34957.02407,21360.99585,13807.65957
40271,10/7/2017 15:50,25.09,36.28,4.92,224.5,86.6,35007.43982,21387.13693,13568.38906
40272,10/7/2017 16:00,25.06,36.28,4.925,278.4,73.3,34957.02407,21103.3195,13498.35866
40273,10/7/2017 16:10,24.91,39.38,4.916,389.9,52.6,34824.68271,21077.17842,13486.68693
40274,10/7/2017 16:20,24.45,41.62,4.917,390.8,49.89,34660.83151,20920.33195,13550.88146
40275,10/7/2017 16:30,24.95,40.58,4.923,358.7,46.0,34125.16411,20935.26971,13515.86626
40276,10/7/2017 16:40,25.32,36.08,582.918,333.0,46.91,34364.63895,21047.3029,13381.64134
40277,10/7/2017 16:50,25.04,36.68,4.924,309.5,51.93,34541.09409,20912.86307,13457.5076
40278,10/7/2017 17:00,24.86,38.32,4.928,283.8,55.98,34648.22757,20621.57676,13580.06079
40281,10/7/2017 17:30,23.89,42.78,4.922,198.6,56.5,35650.2407,21278.83817,14385.41033
40282,10/7/2017 17:40,23.72,42.95,4.917,162.3,48.21,36387.57112,21431.95021,15120.72948
40284,10/7/2017 18:00,23.3,43.82,4.926,100.2,35.43,40351.50985,24281.3278,18511.36778
40285,10/7/2017 18:10,22.94,44.35,4.92,66.33,27.76,43697.85558,26204.56432,19649.3617
40286,10/7/2017 18:20,22.69,44.58,4.916,47.68,21.73,45607.3523,27239.00415,20162.91793
40287,10/7/2017 18:30,22.42,44.75,4.92,30.07,16.07,45928.75274,27556.43154,20209.60486
40289,10/7/2017 18:50,21.84,45.75,4.925,3.674,3.057,46231.24726,27463.07054,20110.39514
40290,10/7/2017 19:00,21.58,45.95,4.919,0.877,0.734,46086.30197,27492.94606,20203.769
40291,10/7/2017 19:10,21.37,46.08,4.923,0.179,0.163,46344.68271,27395.85062,20349.66565
40292,10/7/2017 19:20,21.23,46.45,4.921,0.084,0.096,46344.68271,27268.87967,20606.44377
40293,10/7/2017 19:30,21.06,46.72,4.917,0.088,0.078,46250.15317,27182.98755,20513.06991
40294,10/7/2017 19:40,20.89,47.28,4.922,0.051,0.056,46092.60394,27306.22407,20629.78723
40295,10/7/2017 19:50,20.73,47.58,4.923,0.091,0.111,46439.21225,27343.56846,20734.83283
40296,10/7/2017 20:00,20.61,47.75,4.916,0.095,0.056,46212.34136,27373.44398,20682.31003
40297,10/7/2017 20:10,20.52,48.42,4.92,0.113,0.052,45575.84245,26828.21577,20553.92097
40300,10/7/2017 20:40,20.01,51.12,4.918,0.099,0.067,44397.37418,25823.65145,19544.31611
40301,10/7/2017 20:50,19.82,51.69,4.925,0.095,0.056,44454.0919,25700.41494,19626.01824
40302,10/7/2017 21:00,19.67,52.35,4.919,0.102,0.082,44699.86871,25607.05394,19637.68997
40303,10/7/2017 21:10,19.55,52.52,4.919,0.095,0.085,44208.3151,25214.93776,19380.91185
40304,10/7/2017 21:20,19.36,52.55,4.925,0.11,0.07,44101.18162,25129.04564,19340.06079
40305,10/7/2017 21:30,19.12,53.12,4.921,0.117,0.044,43401.66302,25061.82573,19287.53799
40306,10/7/2017 21:40,18.84,53.62,4.917,0.08,0.063,42506.78337,24695.85062,19019.08815
40307,10/7/2017 21:50,18.64,54.65,4.921,0.088,0.074,41838.77462,24027.38589,18773.98176
40308,10/7/2017 22:00,18.65,55.02,4.917,0.091,0.074,41013.21663,23605.39419,18417.99392
40309,10/7/2017 22:10,18.69,55.42,4.92,0.091,0.115,39941.88184,23063.90041,18032.82675
40310,10/7/2017 22:20,18.57,55.82,4.923,0.088,0.067,39191.94748,22458.92116,17565.95745
40311,10/7/2017 22:30,18.5,55.92,4.918,0.102,0.096,38391.59737,22029.46058,17478.41945
40312,10/7/2017 22:40,18.32,56.85,4.922,0.091,0.082,37591.24726,21712.0332,17221.64134
40313,10/7/2017 22:50,18.06,57.59,4.936,0.08,0.093,36866.52079,21525.3112,17023.22188
40315,10/7/2017 23:10,17.41,59.29,4.918,0.08,0.096,35158.68709,20490.87137,16538.84498
40317,10/7/2017 23:30,17.04,60.66,4.923,0.095,0.107,33778.5558,19620.74689,15990.27356
40318,10/7/2017 23:40,16.84,61.16,4.938,0.088,0.115,33072.73523,19146.47303,15756.83891
40319,10/7/2017 23:50,16.79,61.86,4.923,0.084,0.096,32385.82057,18451.86722,15447.53799
40320,10/8/2017 0:00,16.73,62.25,4.918,0.062,0.115,31730.41575,18347.3029,15249.11854
40321,10/8/2017 0:10,16.59,62.69,4.918,0.073,0.126,31289.2779,17988.79668,15190.75988
40325,10/8/2017 0:50,16.03,64.79,4.92,0.066,0.089,29209.62801,16797.51037,14426.2614
40327,10/8/2017 1:10,15.84,65.79,4.92,0.073,0.119,28718.0744,16506.22407,14251.18541
40328,10/8/2017 1:20,15.82,65.82,4.923,0.08,0.096,28270.63457,16058.09129,14122.79635
40329,10/8/2017 1:30,15.79,65.72,4.919,0.088,0.082,28295.84245,15927.38589,14105.28875
40330,10/8/2017 1:40,15.59,66.66,4.917,0.055,0.159,27974.44201,15792.94606,13848.51064
40331,10/8/2017 1:50,15.6,66.96,4.923,0.069,0.107,27716.06127,15568.87967,13708.44985
40332,10/8/2017 2:00,15.66,66.6,4.919,0.088,0.07,27527.00219,15397.09544,13463.34347
40334,10/8/2017 2:20,15.42,67.63,4.922,0.088,0.074,27205.60175,15300.0,13358.29787
40336,10/8/2017 2:40,14.89,69.16,4.92,0.077,0.107,26808.57768,14889.21162,13264.92401
40338,10/8/2017 3:00,14.92,69.43,4.92,0.073,0.082,26556.49891,14821.9917,13019.81763
40339,10/8/2017 3:10,14.88,69.46,4.919,0.084,0.104,26417.85558,14676.34855,12984.80243
40340,10/8/2017 3:20,14.75,69.53,4.917,0.077,0.082,26380.04376,14732.36515,13054.83283
40341,10/8/2017 3:30,14.38,70.7,4.914,0.066,0.107,26323.32604,14616.59751,13066.50456
40344,10/8/2017 4:00,14.24,71.7,4.919,0.073,0.107,26071.24726,14366.39004,12949.78723
40346,10/8/2017 4:20,14.0,72.2,4.914,0.077,0.093,26272.91028,14504.56432,13008.1459
40347,10/8/2017 4:30,13.91,72.5,4.917,0.059,0.074,26228.7965,14556.84647,13107.35562
40348,10/8/2017 4:40,13.79,72.7,4.914,0.069,0.1,26512.38512,14553.11203,13259.08815
40349,10/8/2017 4:50,13.79,72.8,4.919,0.069,0.093,27211.90372,14721.16183,13171.55015
40350,10/8/2017 5:00,13.76,73.2,4.919,0.048,0.104,27211.90372,14840.6639,12914.77204
40351,10/8/2017 5:10,13.76,73.3,4.915,0.08,0.107,27060.65646,14668.87967,12728.02432
40353,10/8/2017 5:30,13.55,74.7,4.916,0.069,0.096,26600.61269,14456.0166,12010.21277
40355,10/8/2017 5:50,13.57,75.3,4.914,0.084,0.107,24294.0919,13298.34025,11134.83283
40356,10/8/2017 6:00,13.58,75.4,4.922,0.073,0.078,23361.40044,12876.34855,9985.167173
40357,10/8/2017 6:10,13.66,75.3,4.915,0.055,0.085,23027.39606,12166.80498,9214.832827
40358,10/8/2017 6:20,13.58,75.4,4.914,0.062,0.137,22365.68928,11670.12448,8701.276596
40361,10/8/2017 6:50,13.71,75.4,4.917,0.059,0.104,22302.66958,11718.6722,8660.425532
40362,10/8/2017 7:00,13.71,75.3,4.92,0.395,0.3,22239.64989,12189.21162,8613.738602
40363,10/8/2017 7:10,13.51,75.2,4.918,2.559,1.986,22743.80744,12394.60581,8619.574468
40364,10/8/2017 7:20,13.48,75.3,4.919,5.868,4.709,22428.70897,12663.48548,8712.948328
40365,10/8/2017 7:30,13.51,75.5,4.92,14.69,9.8,22844.63895,12775.51867,8771.306991
40366,10/8/2017 7:40,13.24,76.9,4.915,34.82,14.65,24035.71116,12939.83402,9156.474164
40367,10/8/2017 7:50,13.27,77.5,4.918,54.95,19.69,24552.47265,13492.53112,9850.942249
40368,10/8/2017 8:00,13.45,77.6,4.922,91.7,26.24,24854.96718,13783.81743,10066.8693
40369,10/8/2017 8:10,13.72,77.2,4.917,117.4,29.69,25315.01094,14254.35685,10329.48328
40370,10/8/2017 8:20,13.89,76.5,4.923,140.2,32.02,25995.62363,14616.59751,10387.84195
40371,10/8/2017 8:30,13.95,75.7,4.92,183.2,35.48,26651.02845,14971.36929,10545.41033
40372,10/8/2017 8:40,13.95,74.8,4.922,216.0,36.69,27205.60175,15761.75104,10714.65046
40373,10/8/2017 8:50,14.2,74.5,4.917,247.7,37.65,27734.96718,15680.91286,10895.56231
40374,10/8/2017 9:00,14.45,73.7,4.916,280.5,38.67,28157.19912,15845.22822,10965.59271
40375,10/8/2017 9:10,14.94,73.3,4.919,310.4,40.64,29121.40044,16278.42324,11444.13374
40376,10/8/2017 9:20,15.38,72.1,4.918,338.1,41.58,29789.40919,16722.82158,11695.07599
40377,10/8/2017 9:30,15.93,71.2,4.915,371.9,43.24,30262.05689,16917.01245,11747.59878
40379,10/8/2017 9:50,17.3,68.37,4.919,432.9,46.58,31163.23851,17518.25726,12156.10942
40382,10/8/2017 10:20,18.75,62.43,4.919,481.7,74.0,32650.50328,18141.90871,12558.78419
40383,10/8/2017 10:30,19.28,60.76,4.92,508.0,87.5,32978.20569,18380.91286,12681.33739
40384,10/8/2017 10:40,19.59,59.2,4.923,516.7,105.5,32934.0919,18526.55602,12786.38298
40385,10/8/2017 10:50,19.97,58.26,4.92,488.5,130.3,33375.22976,18358.50622,12943.95137
40386,10/8/2017 11:00,20.29,57.7,4.922,449.9,154.7,33551.6849,18500.41494,13107.35562
40387,10/8/2017 11:10,20.73,56.83,4.921,404.2,170.1,33873.08534,18929.87552,13089.84802
40388,10/8/2017 11:20,20.83,55.09,4.925,411.2,178.6,33608.40263,18858.92116,13253.25228
40389,10/8/2017 11:30,21.23,54.39,4.928,447.2,180.9,33847.87746,18989.62656,13381.64134
40390,10/8/2017 11:40,21.45,54.23,4.928,463.7,173.2,34093.65427,19168.87967,13679.27052
40391,10/8/2017 11:50,21.54,56.46,4.929,489.7,137.0,34484.37637,19434.0249,13714.28571
40392,10/8/2017 12:00,21.45,56.93,4.927,642.2,160.1,34339.43107,19404.14938,13679.27052
40393,10/8/2017 12:10,21.53,870.03,4.92,506.7,188.8,34352.03501,19396.6805,13725.95745
40395,10/8/2017 12:30,21.79,57.76,4.924,578.8,181.2,34339.43107,19669.29461,13912.70517
40396,10/8/2017 12:40,21.88,59.0,4.926,617.5,193.1,34560.0,19598.34025,13930.21277
40398,10/8/2017 13:00,21.84,59.8,4.927,750.0,107.7,35020.04376,19770.12448,14041.09422
40399,10/8/2017 13:10,22.08,59.53,4.921,719.0,76.9,34957.02407,19826.14108,14105.28875
40400,10/8/2017 13:20,22.26,59.23,4.925,703.0,69.08,34982.23195,19923.23651,13959.3921
40401,10/8/2017 13:30,22.32,58.93,4.92,678.1,63.36,34786.8709,19900.82988,14169.48328
40402,10/8/2017 13:40,22.41,59.03,4.925,681.1,62.68,35159.58862,19859.75104,14216.17021
40403,10/8/2017 13:50,22.6,59.03,4.923,669.9,59.96,34736.45514,19676.76349,14093.61702
40404,10/8/2017 14:00,22.43,59.13,4.923,659.5,58.55,34433.96061,19814.93776,14070.27356
40405,10/8/2017 14:10,22.4,59.73,4.92,649.2,59.06,34459.16849,19542.32365,13941.8845
40406,10/8/2017 14:20,22.58,59.03,4.921,634.8,59.16,33955.01094,19247.3029,13819.33131
40407,10/8/2017 14:30,22.48,59.3,4.924,620.1,58.41,33671.42232,19000.82988,13895.19757
40408,10/8/2017 14:40,22.47,59.13,4.921,598.8,58.07,33520.17505,18843.9834,13760.97264
40409,10/8/2017 14:50,22.23,60.5,4.924,579.2,54.96,33299.60613,18769.29461,13725.95745
40410,10/8/2017 15:00,22.21,61.0,4.922,562.5,51.62,33356.32385,18660.99585,13661.76292
40411,10/8/2017 15:10,22.35,60.93,4.928,539.9,49.73,33142.05689,18683.40249,13749.30091
40412,10/8/2017 15:20,22.16,61.2,4.92,516.2,49.55,32789.14661,18433.19502,13848.51064
40413,10/8/2017 15:30,22.08,61.93,4.924,491.1,50.37,32839.56236,18388.38174,13801.82371
40414,10/8/2017 15:40,22.14,61.96,4.929,469.8,49.63,32751.33479,18280.08299,13644.25532
40415,10/8/2017 15:50,21.94,62.33,4.928,446.5,49.3,32518.16193,18369.70954,13469.17933
40416,10/8/2017 16:00,21.92,61.66,4.93,421.8,49.49,32278.68709,18280.08299,13259.08815
40417,10/8/2017 16:10,22.06,61.56,4.923,388.6,51.12,32077.02407,18212.86307,13346.62614
40418,10/8/2017 16:20,21.92,62.46,4.922,374.7,52.05,32297.593,18295.02075,13369.9696
40419,10/8/2017 16:30,21.94,63.13,4.917,342.2,50.02,32373.21663,18410.78838,13311.61094
40420,10/8/2017 16:40,21.81,63.7,4.922,311.9,50.82,32316.49891,18537.75934,13270.75988
40421,10/8/2017 16:50,21.69,64.6,4.921,262.2,56.46,32209.36543,18522.82158,13299.93921
40424,10/8/2017 17:20,21.39,67.07,4.918,209.5,115.1,32631.59737,18582.57261,13585.89666
40426,10/8/2017 17:40,21.43,68.13,4.916,171.5,77.8,34585.20788,19456.43154,14624.68085
40427,10/8/2017 17:50,21.31,68.83,4.916,133.6,63.89,35889.71554,20647.71784,16795.6231
